Row	|	created_at	|	username	|	userid	|	tweet_id_str	|	in_reply_to_user_id	|	text	|	EndColumn
1	|	Tue Jul 18 02:50:49 +0000 2017	|	Senator Chris Coons	|	15324851	|	887142585256562688	|	null	|	Well, no, but Dems WILL work with Republicans to improve Obamacare. https://t.co/GqfvosmiyM	|	$#%
2	|	Tue Jul 18 02:49:48 +0000 2017	|	Amy Klobuchar	|	33537967	|	887142331182444544	|	null	|	Time to work together! Two more Senate Republicans oppose health-care bill, leaving it without votes to pass https://t.co/m6uLkbN3cD	|	$#%
3	|	Tue Jul 18 02:48:54 +0000 2017	|	Leader McConnell	|	1249982359	|	887142105583431680	|	null	|	My statement on an upcoming vote to repeal #Obamacare https://t.co/RdyDiUJfMD	|	$#%
4	|	Tue Jul 18 02:42:38 +0000 2017	|	Sheldon Whitehouse	|	242555999	|	887140528680304646	|	null	|	If you think @SenateMajLdr Mitch McConnell's process for ramming through "Repeal &amp; Replace" is weird, it's because… https://t.co/pgVO5A3rnq	|	$#%
5	|	Tue Jul 18 02:40:42 +0000 2017	|	Chris Murphy	|	150078976	|	887140042187079682	|	null	|	Think the unthinkable: a world where health care isn't just a political cudgel, where thru tough compromise both parties forge consensus.	|	$#%
6	|	Tue Jul 18 02:50:49 +0000 2017	|	Senator Chris Coons	|	15324851	|	887142585256562688	|	null	|	Well, no, but Dems WILL work with Republicans to improve Obamacare. https://t.co/GqfvosmiyM	|	$#%
7	|	Tue Jul 18 02:49:48 +0000 2017	|	Amy Klobuchar	|	33537967	|	887142331182444544	|	null	|	Time to work together! Two more Senate Republicans oppose health-care bill, leaving it without votes to pass https://t.co/m6uLkbN3cD	|	$#%
8	|	Tue Jul 18 02:48:54 +0000 2017	|	Leader McConnell	|	1249982359	|	887142105583431680	|	null	|	My statement on an upcoming vote to repeal #Obamacare https://t.co/RdyDiUJfMD	|	$#%
9	|	Tue Jul 18 02:42:38 +0000 2017	|	Sheldon Whitehouse	|	242555999	|	887140528680304646	|	null	|	If you think @SenateMajLdr Mitch McConnell's process for ramming through "Repeal &amp; Replace" is weird, it's because… https://t.co/pgVO5A3rnq	|	$#%
10	|	Tue Jul 18 02:40:42 +0000 2017	|	Chris Murphy	|	150078976	|	887140042187079682	|	null	|	Think the unthinkable: a world where health care isn't just a political cudgel, where thru tough compromise both parties forge consensus.	|	$#%
11	|	Tue Jul 18 02:50:49 +0000 2017	|	Senator Chris Coons	|	15324851	|	887142585256562688	|	null	|	Well, no, but Dems WILL work with Republicans to improve Obamacare. https://t.co/GqfvosmiyM	|	$#%
