created_at	username	userid	tweet_id_str	in_reply_to_user_id	text
Sun Jan 29 22:15:54 +0000 2017	Cory Booker	15808765	825829850304933888	null	RT @ananavarro: In period of 7 days, Trump's twice managed to mobilize thousands of Americans against him across the USA. Something's happe…
Sun Jan 29 22:20:02 +0000 2017	Rob Portman	18915145	825830890064470017	null	A fitting tribute to fallen @CLEpolice Officer David Fahey. Thank you for dedicating your life to protecting others. https://t.co/7E0Wu4DmBI
Sun Jan 29 22:38:41 +0000 2017	Senator Tim Kaine	172858784	825835586531504129	null	Unacceptable lack of public guidance on immigration order from @DHSgov. Secretary Kelly, we urge you to provide imm… https://t.co/9SWjToIQlJ
Sun Jan 29 22:47:01 +0000 2017	Kamala Harris	30354991	825837684572700672	null	Here’s the truth: democracy is not a spectator sport. Raise your voice and say #NoBanNoWall. https://t.co/hJK1mke5qp
Sun Jan 29 22:50:01 +0000 2017	Senator Patty Murray	293131808	825838436825317376	null	Murray on Puzder: He is going to have to explain in detail his vision to protect &amp; expand opportunities for workers. https://t.co/ttm6poh1wA
Sun Jan 29 22:55:39 +0000 2017	Brian Schatz	47747074	825839856685240324	null	Some Senate Republicans concluding there is nothing conservative about any of this. We don't need 52 GOP profiles in courage, only 3!
Sun Jan 29 23:02:42 +0000 2017	Senator Ron Johnson	233737858	825841630586478592	null	Fun breakfast meeting @Hardees in Eau Claire this weekend. Nice to chat w/ @WEAU13News https://t.co/jM5ae0tkQo… https://t.co/xun8Gm6JBC
Sun Jan 29 23:12:00 +0000 2017	Ed Markey	21406834	825843970886361089	null	.@realDonaldTrump's #MuslimBan is un-American &amp; unconstitutional. #NoBanNoWall https://t.co/qdqRC8P1y1
Sun Jan 29 23:13:52 +0000 2017	Sen. James Lankford	225921757	825844439188926469	null	My thoughts on Friday's #immigration &amp; #refugee executive order: https://t.co/OarUlUBpfO
Sun Jan 29 23:14:38 +0000 2017	Senator Ben Cardin	109071031	825844633431334913	null	Maryland, don't forget open enrollment in our #healthcare exchange ends TUESDAY. https://t.co/rbk6J9t9S1 or call 1.855.642.8572 tomorrow 8-6
Sun Jan 29 23:17:27 +0000 2017	Senator Ben Cardin	109071031	825845339274018817	null	It only takes 2 mins to browse plans, get a quote, see what help you'd receive. The #ACA still protects us. Use it. https://t.co/rbk6J9t9S1
Sun Jan 29 23:23:41 +0000 2017	Kamala Harris	30354991	825846909365583876	null	I repeat: This IS a Muslim ban, no matter how @POTUS tries to spin his way out of the mess he has created.… https://t.co/bV8ONl8wGE
Sun Jan 29 23:25:01 +0000 2017	Ed Markey	21406834	825847247535534081	null	.@realDonaldTrump's #MuslimBan is not about extreme vetting, it's about extreme xenophobia. #NoBanNoWall https://t.co/hp08BTjjXm
Sun Jan 29 23:29:43 +0000 2017	Sherrod Brown	43910797	825848426705326082	null	Thx all who came out in Columbus, my staff &amp; fellow Clevelanders who participated there &amp; Ohioans around the state https://t.co/NLXSMpVt3I
Sun Jan 29 23:30:56 +0000 2017	Rob Portman	18915145	825848732461699072	null	ICYMI, here is my interview with @jaketapper on the executive order &amp; Russia sanctions: https://t.co/2w2hqInFDV #cnnsotu
Sun Jan 29 23:35:00 +0000 2017	Ed Markey	21406834	825849758853926913	null	In case you missed it: I'm calling on the head of @DHSgov Gen. Kelly to rescind @realDonaldTrump's #MuslimBan https://t.co/VRjae0I5zZ
Mon Jan 30 00:18:47 +0000 2017	Lindsey Graham	432895323	825860774484668417	null	We have been in touch with and are working to assist Clemson graduate Nazanin Zinouri.
Mon Jan 30 00:36:04 +0000 2017	Sen. Lamar Alexander	76649729	825865124388945920	null	Sen. Alexander statement on refugee executive order. https://t.co/XrPPwPHuV8
Mon Jan 30 00:43:28 +0000 2017	Sen Dianne Feinstein	476256944	825866989684064257	null	The president’s blatantly discriminatory order should be rescinded. Read more about the bills I'm introducing.… https://t.co/AdzJl5a5qV
Mon Jan 30 00:46:38 +0000 2017	Kamala Harris	30354991	825867786677260292	null	Today I sent a letter to @DHSgov Sec Kelly, urging him to immediately allow individuals detained to have timely access to legal counsel.
Mon Jan 30 00:47:38 +0000 2017	Kamala Harris	30354991	825868038230650881	30354991	I have received reports from attorneys in CA that agents are continuing to deny or delay entry to America to visa holders and others.
Mon Jan 30 00:48:12 +0000 2017	Kamala Harris	30354991	825868180971208704	30354991	This violates the federal court orders and it is imperative he ensures all staff are notified and comply with the law.
Mon Jan 30 00:48:59 +0000 2017	Kamala Harris	30354991	825868376648065024	30354991	Yesterday evening, I also spoke on the phone with Secretary Kelly and told him this Executive Order goes against our American values.
Mon Jan 30 00:49:49 +0000 2017	Kamala Harris	30354991	825868588271669248	30354991	I’ve also been in touch with Muslim community leaders and I’m carefully monitoring the detainment issues that have arisen in CA airports.
Mon Jan 30 00:50:56 +0000 2017	Kamala Harris	30354991	825868868845436929	30354991	We will not stand for this. #NoBanNoWall
Mon Jan 30 00:59:47 +0000 2017	Senator Patty Murray	293131808	825871093827256320	null	Tonight at #SeaTac, Murray meets with local family members affected by President Trump’s Executive Order. https://t.co/eWavhWcuIg
Mon Jan 30 01:00:01 +0000 2017	Senator Mazie Hirono	92186819	825871153839214594	null	To all protesting in Honolulu- I stand with you. Back in DC fighting @realDonaldTrump's unconstitutional orders #AlohaforAll #NoBanNoWall
Mon Jan 30 01:19:15 +0000 2017	Elizabeth Warren	970207298	825875991566356480	null	I told 20k+ ppl in MA: We'll fight in courts, Congress &amp; across America to stop Trump’s #MuslimBan. #NoBanNoWall https://t.co/NSKCnw13Sv
Mon Jan 30 01:22:58 +0000 2017	Chris Murphy	150078976	825876927433101312	null	Strong statement @SenJohnMcCain @LindseyGrahamSC.  Let's work together on a bill to overturn this reckless #EO. https://t.co/IgWaMl4ZNN
Mon Jan 30 01:26:57 +0000 2017	Claire McCaskill	16160352	825877929724874753	null	Keeping the leader of our active military out if the National Security Council is outrageous.Putting political hack… https://t.co/Zl7ZEvQAET
Mon Jan 30 01:41:21 +0000 2017	Senator Jeff Merkley	29201047	825881556287909889	null	Standing shoulder to shoulder at #PDX airport to send a message loud and clear to @realDonaldTrump: #NoBanNoWall… https://t.co/gKpAMe02LT
Mon Jan 30 01:45:43 +0000 2017	Senator Dick Durbin	247334603	825882655514320896	null	Proud to join immigrants, refugees, &amp; advocates today at a 'Know Your Rights Workshop' in Chicago. #NoBanNoWall https://t.co/q3bZ9g4j1p
Mon Jan 30 01:46:27 +0000 2017	Senator Joe Donnelly	216503958	825882838943858690	null	(1/2) At @INDairport, Joe emphasized that we can make our country even safer and do so in a way that is consistent with our values.
Mon Jan 30 01:46:56 +0000 2017	Senator Joe Donnelly	216503958	825882959865638913	null	(2/2) Joe has said he does not believe the executive order signed by the President is one of those ways. https://t.co/TCbzGwlmR3
Mon Jan 30 01:50:07 +0000 2017	Senator Dick Durbin	247334603	825883762097549312	247334603	President Trump's executive order is not only unjust and discriminatory - it will not make America safer. https://t.co/3hgAbeWf1n
Mon Jan 30 01:54:54 +0000 2017	Senator Bob Casey	171598736	825884963438473216	null	Join us tomorrow outside the Supreme Court as we call on @POTUS to rescind his executive order. #NoBanNoWall https://t.co/6cVAsKAHAf
Mon Jan 30 02:03:02 +0000 2017	Bill Cassidy	55677432	825887011697463296	null	https://t.co/XJRTwFg6RV
Mon Jan 30 02:07:07 +0000 2017	Sheldon Whitehouse	242555999	825888039989870592	null	Thanks to all who came out for my community dinner, especially those who waited patiently in the cold after the room reached capacity.
Mon Jan 30 02:09:02 +0000 2017	Sheldon Whitehouse	242555999	825888522829758464	242555999	I was glad to move outside &amp; have the chance to talk w/ everyone. I heard you &amp; I share your outrage about what Pre… https://t.co/HDXcGbPCbA
Mon Jan 30 02:10:02 +0000 2017	Sheldon Whitehouse	242555999	825888775247187968	242555999	There are going to be big fights ahead, and it's going to take all of us speaking up &amp; standing together. It has rarely mattered more.
Mon Jan 30 02:11:35 +0000 2017	Senator Jack Reed	486694111	825889163148947457	null	My statement on Trump's outrageous &amp; potentially dangerous move to elevate Bannon on NSC while downgrading military… https://t.co/P9kkCapXLG
Mon Jan 30 02:15:35 +0000 2017	Senator Ben Cardin	109071031	825890169068912640	null	"... in the end, it is the greatness of America that will stop him"      #NoBanNoWall https://t.co/elFOVdEq97
Mon Jan 30 02:33:16 +0000 2017	Claire McCaskill	16160352	825894621830062080	null	You can't make this up...Who Hasn’t Trump Banned? People From Places Where He’s Done Business - The New York Times https://t.co/IuDOKrKZkA
Mon Jan 30 02:56:01 +0000 2017	Kamala Harris	30354991	825900347428319232	null	Trump should listen to the voices of those rising up across the country and cancel these bigoted executive orders t… https://t.co/QiSjchYiyY
Mon Jan 30 02:57:56 +0000 2017	Brian Schatz	47747074	825900828699471872	null	Huge if true https://t.co/nb93MBJVud
Mon Jan 30 03:01:48 +0000 2017	Senator Bob Casey	171598736	825901800045805568	null	I stand with @LindseyGrahamSC and  @SenJohnMcCain against the erosion of our values and security. @realDonaldTrump… https://t.co/Wd8Ffeh5sm
Mon Jan 30 03:08:44 +0000 2017	Dean Heller	266133081	825903544825937922	null	I share the President's desire to protect our nation from harm.I agree that better vetting and border protection measures are necessary(1/4)
Mon Jan 30 03:08:59 +0000 2017	Dean Heller	266133081	825903606629036032	null	That's why I support the thorough vetting of individuals entering our country. However, I am deeply troubled by the appearance of (2/4)
Mon Jan 30 03:09:14 +0000 2017	Dean Heller	266133081	825903670260801540	null	religious ban. The use of an overly broad executive order is not the way to strengthen national security. (3/4)
Mon Jan 30 03:09:30 +0000 2017	Dean Heller	266133081	825903737508130817	null	I encourage the Administration to partner with Congress to find a solution. (4/4)
Mon Jan 30 03:37:21 +0000 2017	Senator Bob Casey	171598736	825910746982776838	null	Tonight I mourn the loss of life in Quebec City after an attack at the Quebec City Islamic Cultural Center. https://t.co/vc6i2BgS76
Mon Jan 30 03:53:30 +0000 2017	Martin Heinrich	1099199839	825914813490589701	null	In 1930s, if FDR had acted more like PDT, would my father &amp; grandparents have been sent back to Germany?  #WeTooAreAmerica
Mon Jan 30 03:58:34 +0000 2017	Tammy Duckworth	1058520120	825916086629593092	null	Our Constitution means little if law enforcement agents disregard it or if Americans are unwilling to defend its principles. 1/2
Mon Jan 30 03:59:10 +0000 2017	Tammy Duckworth	1058520120	825916236219478024	null	.@SenatorDurbin &amp; I are calling for an immediate, independent investigation into CPB's potentially illegal implementation of #MuslimBan 2/2
Mon Jan 30 04:00:36 +0000 2017	Tammy Duckworth	1058520120	825916599819444224	null	Read more here: https://t.co/jC2G8L0WFZ
Mon Jan 30 04:43:18 +0000 2017	Brian Schatz	47747074	825927344393052160	null	Cc @SenSherrodBrown https://t.co/dhi8PLWit8
Mon Jan 30 04:49:31 +0000 2017	Amy Klobuchar	33537967	825928909531275265	null	Remember this week when Supreme Ct nominee is announced, vote threshold is SIXTY votes, different from the 51 vote margin w/other nominees
Mon Jan 30 06:00:26 +0000 2017	Cory Booker	15808765	825946755606904832	null	U are without a clue. He banned Muslims from 7 countries yet there hasn't been 1 person killed here from those coun… https://t.co/TlNpfoFB0X
Mon Jan 30 06:08:10 +0000 2017	Cory Booker	15808765	825948701768163328	null	Thank you for standing up and protesting today. https://t.co/CDA9mX33b4
Mon Jan 30 06:13:58 +0000 2017	Cory Booker	15808765	825950162728210432	null	Thank you for your leadership today. I was grateful I could join. https://t.co/fjaY9nSQrh
Mon Jan 30 06:14:30 +0000 2017	Cory Booker	15808765	825950296144752640	null	Thank you for that donation. https://t.co/DNE26KS0j3
Mon Jan 30 06:15:40 +0000 2017	Cory Booker	15808765	825950589859266560	null	No. https://t.co/VecZwYlRT4
Mon Jan 30 11:22:02 +0000 2017	Chris Murphy	150078976	826027689635147776	null	Getting ready to go on @Morning_Joe to talk about Trump's #MuslimBan &amp; our bill to immediately overturn it. Watch live at 6:30 ET on @MSNBC
Mon Jan 30 11:48:05 +0000 2017	Chris Murphy	150078976	826034245936230400	null	Happening now: I'm live on @Morning_Joe talking about how Trump's #MuslimBan will make America less safe. Tune in to watch on @MSNBC
Mon Jan 30 12:04:14 +0000 2017	Senator Chris Coons	15324851	826038307662462977	null	Set to appear on @CNN @NewDay with  @AlisynCamerota in just a few moments. Be sure to tune in!
Mon Jan 30 12:32:02 +0000 2017	Senator Chris Coons	15324851	826045306655690752	null	Speak with @GoodMorningJen on @whyy on 90.9FM. Tune in!
Mon Jan 30 13:19:55 +0000 2017	Jerry Moran	18632666	826057356026986496	null	Far-reaching national security policy should have input from Congress. Full statement: https://t.co/yw089rqYyo
Mon Jan 30 13:40:31 +0000 2017	Senator Dick Durbin	247334603	826062539192750080	null	I'll be joining @CochranShow at 7:50 to discuss the impact of the travel bans &amp; what we can do going forward https://t.co/YzHBu5Msyh
Mon Jan 30 13:47:00 +0000 2017	Senator Tom Carper	249787913	826064171947012096	null	When you know you're right, sure you're right, never give up. We won't give up in this fight. #NoMuslimBan  https://t.co/YYZZ8AKf8b
Mon Jan 30 14:03:36 +0000 2017	John McCain	19394188	826068346651164676	null	Must-read @WSJ: "Trump’s Refugee Bonfire: A blunderbuss order sows confusion and a defeat in court" https://t.co/tZ5Da2T4kk
Mon Jan 30 14:03:56 +0000 2017	John McCain	19394188	826068430436593665	null	My op-ed in @WSJ today: "An Opportunity to Rebuild Our Dangerously Weakened Military" https://t.co/USeTUlb5RZ
Mon Jan 30 14:19:57 +0000 2017	Claire McCaskill	16160352	826072462358110208	null	To be clear, the only identification of certain Muslim countries prior to executive order was requiring a visa, not banning.
Mon Jan 30 14:23:33 +0000 2017	Senator Bob Casey	171598736	826073368948506625	null	This weekend we lost a brave servicemember in Yemen. I’m praying for his family and the three injured in the attack: https://t.co/Sau45V3J5t
Mon Jan 30 14:25:01 +0000 2017	Senator Tom Carper	249787913	826073740031168516	null	The #MuslimBan is uninformed and unsafe policy that plays right into the hands of ISIS https://t.co/HwKQUpbhIE
Mon Jan 30 14:30:03 +0000 2017	Senator Roy Blunt	21269970	826075003984736256	null	Congratulations to the 2017 @MoSportsHall Inductees &amp; Honorees! https://t.co/nQ327lSIBp
Mon Jan 30 14:34:01 +0000 2017	Shelley Moore Capito	193794406	826076001851551744	null	The Patient Freedom Act is about finding a better way for healthcare. Watch to learn more: https://t.co/goaWtvD5Jy
Mon Jan 30 14:40:01 +0000 2017	Sherrod Brown	43910797	826077511436075012	null	Anyone with information please call 614-645-4545. https://t.co/zQ81x30k3b
Mon Jan 30 14:44:48 +0000 2017	Claire McCaskill	16160352	826078715339743234	null	The executive order doesn't make us safer.Jihadist groups hail Trump’s travel ban as a victory - The Washington Post https://t.co/ocDftOSLna
Mon Jan 30 14:50:35 +0000 2017	Pat Roberts	75364211	826080172201869313	null	NEWS RELEASE: Roberts Statement on President Trump’s Executive Order on Immigration https://t.co/Yqn19XxI6U
Mon Jan 30 14:57:50 +0000 2017	Claire McCaskill	16160352	826081996233404416	null	No,visa is not always required. Many countries have visa waiver status.We changed law:require visa 4 those who'd tr… https://t.co/44YybICa7E
Mon Jan 30 15:06:39 +0000 2017	Senator Chris Coons	15324851	826084214256836608	null	Hosting #ACA convo w/ members of DE health care community. Talking about harmful impacts of what happens when #ACA… https://t.co/AdElTcZSEd
Mon Jan 30 15:15:58 +0000 2017	Senator Chris Coons	15324851	826086560667987969	null	Joined @SenatorCarper &amp; @LisaBRochester recently for joint ed on the impacts of repealing the #ACA w/out replacement https://t.co/3JYh9pRZaR
Mon Jan 30 15:17:17 +0000 2017	Bill Cassidy	55677432	826086890604486656	null	Speaking now at the @AcademyHealth National Health Policy Conference on the policy, politics and process of… https://t.co/DHTvokn2Qm
Mon Jan 30 15:20:49 +0000 2017	Sen. Heidi Heitkamp	1061029050	826087779901796352	null	Worked tirelessly to reopen Halliday post office so folks can cont. to stay in touch &amp; biz can stay on track. https://t.co/VrQJ4UFKMG
Mon Jan 30 15:32:02 +0000 2017	Senator Chris Coons	15324851	826090602391535616	null	We're now continuing the conversation with Delawareans, including Dr. Nevin of @christianacare on repealing the… https://t.co/lxXEQjh1XV
Mon Jan 30 15:32:08 +0000 2017	Kirsten Gillibrand	72198806	826090626932494336	null	If you're in #NYC, my office is hosting a tax prep workshop today where you can meet with experts &amp; find out if you… https://t.co/cMfIVVIDnK
Mon Jan 30 15:39:23 +0000 2017	Ted Cruz	23022687	826092453073649664	null	Great to sit down with Ginni Thomas -- a friend and true patriot: https://t.co/ePGAma0r4u
Mon Jan 30 15:45:53 +0000 2017	Tim Scott	217543151	826094088558632961	null	My office continues to be in touch with Nazanin Zinouri and CBP. Working to assist.
Mon Jan 30 15:47:07 +0000 2017	Senator Chris Coons	15324851	826094399042023424	null	Hearing from Lolita Lopez of @westsidehealth "90k Delawareans (10% of our population) at risk of losing coverage or… https://t.co/XBwhwsGMnC
Mon Jan 30 15:53:29 +0000 2017	Sen. Heidi Heitkamp	1061029050	826096003375910912	null	As product of a good public school education &amp; seeing its endless benefits in ND, I cannot support Betsy DeVos as S… https://t.co/5fmSiAQlDg
Mon Jan 30 15:55:38 +0000 2017	Sen. Heidi Heitkamp	1061029050	826096542247436288	1061029050	Need an education secretary who puts students 1st &amp; will work to strengthen public school education, not privatize it as Betsy DeVos would.
Mon Jan 30 15:56:20 +0000 2017	Senator Bob Casey	171598736	826096717456109569	null	This morning I joined @Teamsters in Whitehall to announce a commonsense plan to rebuild our nation's crumbling infr… https://t.co/kJPdHhSuop
Mon Jan 30 15:57:33 +0000 2017	Senator Pat Toomey	221162525	826097026299547648	null	My statement on Executive Order concerning entry of foreign nationals to the U.S.: https://t.co/vp1LzRecll
Mon Jan 30 15:58:38 +0000 2017	Senator Bob Casey	171598736	826097298342023168	171598736	.@POTUS campaigned on a promise to rebuild our infrastructure, yet he’s had two months since the election and has not released a plan.
Mon Jan 30 15:58:46 +0000 2017	Sen. Heidi Heitkamp	1061029050	826097328863985664	1061029050	1,400 NDans shared their thoughts with me on DeVos. 95% of feedback opposed Betsy DeVos for Sec. of Education - her… https://t.co/LIBcNvtic4
Mon Jan 30 16:00:19 +0000 2017	Senator Jim Risch	1096059529	826097721773797379	null	Small biz represents 98% of all US businesses. Glad to see @POTUS seeking small biz leaders' input on #jobcreation &amp; #reducingregulations.
Mon Jan 30 16:01:26 +0000 2017	Senator Bob Casey	171598736	826098002443972609	171598736	I’m willing to work with @POTUS to invest in our infrastructure, but for years, @SenateGOP has opposed investing in our roads and bridges.
Mon Jan 30 16:02:16 +0000 2017	Senator Chris Coons	15324851	826098212222201856	null	Kerry Orr, thank you so much for sharing your inspiring story about how the #ACA helped you and fight against cance… https://t.co/NM39UTYAnx
Mon Jan 30 16:02:31 +0000 2017	Senator Bob Casey	171598736	826098276193730562	171598736	We need @POTUS to get these Congressional Republicans on board.
Mon Jan 30 16:04:47 +0000 2017	Ron Wyden	250188760	826098844714856449	null	Reminder: the #MuslimBan is not only cruel, it's dangerous to Americans. It makes America LESS safe.
https://t.co/6o7KlBF9gy
Mon Jan 30 16:05:37 +0000 2017	Mark Warner	7429102	826099056720097280	null	RTD: "A reversion to torture would put the United States in the same category as civilization’s enemies." https://t.co/fG2fShN7Eq
Mon Jan 30 16:10:48 +0000 2017	Sen. Patrick Leahy	242836537	826100357273157632	null	Senator Patrick Leahy Announces That He Will OPPOSE #Sessions Nomination For Attorney General -- https://t.co/kO4KuXV6q4
Mon Jan 30 16:11:12 +0000 2017	Rob Portman	18915145	826100459098275840	null	Yesterday, I sat down with @jaketapper on @CNNSotu to discuss my views on the immigration EO &amp; Russia Sanctions. Yo… https://t.co/g3o51HImBm
Mon Jan 30 16:16:27 +0000 2017	Senator Chris Coons	15324851	826101780299776000	null	I believe POTUS' Muslim ban as illegal, unconstitutional, and un-American – watch my interview on @NewDay @CNN from… https://t.co/7W6hw2Eq3X
Mon Jan 30 16:20:24 +0000 2017	Claire McCaskill	16160352	826102775805313024	null	I traveled to Jordan to inspect current vetting of refugees. I don't think Pres Trump is aware. Please watch!   

https://t.co/qQYspfIwW8
Mon Jan 30 16:24:51 +0000 2017	Martin Heinrich	1099199839	826103894895902720	null	I’ll be at the Roundhouse this morning to address a joint session of NM legislature. Watch live at 11am MST here: https://t.co/6FKymYRUzz
Mon Jan 30 16:25:01 +0000 2017	Cory Gardner	235217558	826103938852220928	null	The American people would be well-served by Neil Gorsuch on the SCOTUS bench.

https://t.co/iN7yBwlQyZ
Mon Jan 30 16:27:43 +0000 2017	Tom Cotton	968650362	826104615464734721	null	My statement on President Trump's executive order on refugees:  https://t.co/h2vFCJQfAL
Mon Jan 30 16:29:35 +0000 2017	Senator Chris Coons	15324851	826105087193935873	null	Kristen Isaac, a mktplace navigator for @westsidehealth reminds us that tomorrow is last day for #aca open enrollment
Mon Jan 30 16:30:01 +0000 2017	Rob Portman	18915145	826105196254081024	null	The United States needs to live up to our commitments to our allies &amp; uphold longstanding American values &amp; ideals: https://t.co/5DlRW2Z4rH
Mon Jan 30 16:33:47 +0000 2017	Sen. Jeanne Shaheen	109287731	826106142547910656	null	My thoughts are w/ Muslim community in Quebec City after yesterday's cowardly attack on a mosque.Religious intolerance is a threat to us all
Mon Jan 30 16:34:28 +0000 2017	Sen. Patrick Leahy	242836537	826106313440690176	null	WATCH: Senator Patrick Leahy, On The Supreme Court Vacancy: https://t.co/v0aJ35wLH6  #SCOTUS
Mon Jan 30 16:34:29 +0000 2017	Senator Bob Casey	171598736	826106321305010177	null	Join us tonight, 6:00pm Supreme Court, as we continue the fight against @POTUS's anti-immigrant orders. #NoBanNoWall https://t.co/6cVAsKAHAf
