Row	|	created_at	|	username	|	userid	|	tweet_id_str	|	in_reply_to_user_id	|	text	|	EndColumn
1	|	Tue Mar 28 22:30:51 +0000 2017	|	Senator Dick Durbin	|	247334603	|	846852110423670786	|	null	|	Met w CDA Comm @GingerSEvans to talk Pres proposed budget cuts &amp; harmful impact they would have on airport security https://t.co/cNeR0Q0K26	|	$#%
2	|	Tue Mar 28 22:31:25 +0000 2017	|	Senator Bob Corker	|	73303753	|	846852253080268802	|	null	|	Enjoyed speaking with @AIPAC members from Tennessee this afternoon about the importance of the U.S.-Israel relation… https://t.co/psRENVDMjy	|	$#%
3	|	Tue Mar 28 22:32:05 +0000 2017	|	Senator Roger Wicker	|	264219447	|	846852421200613377	|	null	|	POTUS's executive order to review so-called 'Clean Power Plan' is great news for MS's #energy sector &amp; consumers! https://t.co/YJZYISmBlg	|	$#%
4	|	Tue Mar 28 22:32:03 +0000 2017	|	Senator Roy Blunt	|	21269970	|	846852411427774465	|	null	|	There’s no precedent for requiring a 60-vote threshold on a SCOTUS confirmation, &amp; Gorsuch hasn’t given Dems any re… https://t.co/K0YsUErXOC	|	$#%
5	|	Tue Mar 28 22:34:00 +0000 2017	|	Sen. Maria Cantwell	|	117501995	|	846852903276994561	|	293131808	|	@PattyMurray &amp; I joined 8 Western state Senators to urge Trump to rescind #EO that attempts to reverse initiatives to combat #climatechange	|	$#%
6	|	Tue Mar 28 22:37:21 +0000 2017	|	Amy Klobuchar	|	33537967	|	846853747158532098	|	null	|	Introduced bill w @SenThomTillis to reduce cost of duty travel for National Guard members - including 3,000 in MN. https://t.co/bW5ldTbuum	|	$#%
7	|	Tue Mar 28 22:39:24 +0000 2017	|	John McCain	|	19394188	|	846854262718152705	|	null	|	Very proud of today’s overwhelming 97-2 Senate vote to allow #Montenegro to join #NATO in defense of the free world https://t.co/2XYNcAnmvc	|	$#%
8	|	Tue Mar 28 22:39:49 +0000 2017	|	Sen. Tammy Baldwin	|	1074518754	|	846854366824992769	|	null	|	Great conversation with @AIPAC today. I am proud to stand with the pro-Israel community and the State of Israel.… https://t.co/6UGYnl1EIF	|	$#%
9	|	Tue Mar 28 22:40:41 +0000 2017	|	Richard Blumenthal	|	278124059	|	846854584773566464	|	null	|	Trump's decision to undo the #CleanPowerPlan flies in the face of reality and signals an utter disregard for our planet's future.	|	$#%
10	|	Tue Mar 28 22:41:57 +0000 2017	|	Senator Roger Wicker	|	264219447	|	846854903192588289	|	null	|	My rural water bill received hearing today, aims to help small communities comply with federal wastewater standards. https://t.co/b4H9gpMmFH	|	$#%
11	|	Tue Mar 28 22:46:59 +0000 2017	|	Rob Portman	|	18915145	|	846856172187594752	|	null	|	Spoke on the Senate Floor today about the importance of reading to our kids. All it takes is 15 minutes a day.… https://t.co/6v33dxmtDz	|	$#%
12	|	Tue Mar 28 22:49:17 +0000 2017	|	Martin Heinrich	|	1099199839	|	846856748661194752	|	null	|	President Trump's action to kill the #CleanPowerPlan puts jobs, health, &amp; our environment at risk.	|	$#%
13	|	Tue Mar 28 22:50:04 +0000 2017	|	Sen. Patrick Leahy	|	242836537	|	846856944853929984	|	null	|	.@josephlawler @dcexaminer is mistaken: I need answers to my written Qs to #JudgeGorsuch BEFORE deciding on procedural vote 1/2	|	$#%
14	|	Tue Mar 28 23:02:18 +0000 2017	|	Ed Markey	|	21406834	|	846860023695376386	|	null	|	As President Trump is approving the #KeystoneXL pipeline, we shouldn’t allow tar sands oil to receive a ‘get out of… https://t.co/XIWyMG3MVJ	|	$#%
15	|	Tue Mar 28 23:03:13 +0000 2017	|	Senator Bob Corker	|	73303753	|	846860256873500672	|	null	|	Thanks to my colleagues for joining me in an overwhelming 97 to 2 vote in favor of @MeGovernment joining @NATO. https://t.co/5eBNfQR3wQ	|	$#%
16	|	Tue Mar 28 23:07:00 +0000 2017	|	Mike Enzi	|	291756142	|	846861208716173312	|	null	|	Intro'd bill to make tax system fairer by ending arbitrary distinction that targets fraternities and sororities. https://t.co/uSE1B9V5uI	|	$#%
17	|	Tue Mar 28 23:10:25 +0000 2017	|	Tom Udall	|	60828944	|	846862068410187779	|	null	|	Great sharing coffee with my #NewMexico constituents last week https://t.co/JKMgSu1lmB https://t.co/dez4CeHKM4	|	$#%
18	|	Tue Mar 28 23:14:54 +0000 2017	|	Ed Markey	|	21406834	|	846863194870177794	|	null	|	Energy security promise of #KXL as hollow as the pipeline itself. Intro’d bill to call #BigOil’s bluff &amp; keep KXL oil from being exported	|	$#%
